Student Contributor Name,Address,Zip Code,Price Sold,Date Sold,Number of Bedrooms,Number of Bathrooms (add 0.5 for a half bath),Year Built,Squared Feet,Lot size (in sqft),Number of Parking Spots
Sergio Mateo,5698 Dunlap Rd,45252,242000,9/11/2023,3,2,1961,1620,62726.4,2
Aditya Raj Singhal,"9879 Schlottman Rd, Loveland, OH",45140,275000,1/10/2024,3,2,1961,"1,560",39639.6,2
Nikhil Sai Kumar Runku,"9879 Schlottman Rd, Loveland, OH",8/2/2023,275000,1/10/2024,3,2,1961,"1,560",39639.6,2
Sergio Mateo,6320 Blueberry Hill Ct,45248,305500,9/8/2023,3,3,1961,1686,24393.6,2
Sergio Mateo,8740 Cavalier Dr,45231,325000,9/8/2023,4,3,1961,2295,18295.2,2
He Yang,"7246 Redondo Ct, Cincinnati, OH",45243,485000,6/30/2023,3,3,1961,1676,12632,2
He Yang,"7218 Redondo Ct, Cincinnati, OH",45243,500000,10/24/2022,4,3,1961,1896,13504,2
He Yang,"7218 Redondo Ct, Cincinnati, OH",45243,500000,10/24/2022,4,3,1961,1896,13504,2
Josh Moermond,"5360 Carefree Ct, Cincinnati, OH",45238,0,1/1/1970,3,1,1962,963,4791,2
Josh Moermond,"5318 Carefree Ct, Cincinnati, OH",45238,0,8/24/2016,3,1,1962,1161,7448,1
Josh Moermond,"5317 Carefree Ct, Cincinnati, OH",45238,0,1/1/1990,3,1.5,1962,1640,7535,4
Josh Moermond,"5330 Carefree Ct, Cincinnati, OH",45238,79900,12/3/1999,3,1.5,1962,1572,6838,3
Josh Moermond,"776 Woodyhill Dr, Cincinnati, OH",45238,105000,4/11/2014,3,3,1962,1240,5445,1
Josh Moermond,"5324 Carefree Ct, Cincinnati, OH",45238,108000,7/25/2005,2,1,1962,972,7013,1
Josh Moermond,"5350 Carefree Ct, Cincinnati, OH",45238,119000,5/30/2006,2,1,1962,1053,6141,1
Josh Moermond,"5347 Carefree Ct, Cincinnati, OH",45238,129000,2/21/2023,3,2,1962,1054,6185,1
Josh Moermond,"5342 Carefree Ct, Cincinnati, OH",45238,134900,4/17/2020,2,2,1962,972,6534,1
Josh Moermond,"790 Woodyhill Dr, Cincinnati, OH",45238,147400,8/19/2020,3,3,1962,1107,5619,1
Jameson Zink,"3521 Section Rd UNIT 4,Cincinnati,OH",45237,163500,1/12/2024,2,2,1962,1570,15681.6,1
Heather Stoffer,"1067 Stormy Way Cincinnati, OH",45230,168000,12/21/2012,4,2.5,1962,"2,242","12,632",2
Josh Moermond,"5341 Carefree Ct, Cincinnati, OH",45238,173000,1/13/2022,2,1.5,1962,1820,6000,1
Jayavardhan Reddy Mallu,"5623 Folchi Dr, Cincinnati, OH",45224,180000,12/29/2023,3,1,1962,NA,11761.2,N/A
Jadyn Bauss,"4619 Rumpke Rd, Cincinnati, OH",45245,202000,12/29/2023,3,2,1962,"1,182","22,215.60",1
Josh Moermond,"5336 Carefree Ct, Cincinnati, OH",45238,202000,6/9/2023,3,1.5,1962,1371,7448,2
Caylee Rosa,"1085 Albany Ter, Cincinnati, OH",45224,209500,12/8/2023,3,3,1962,"1,161","6,316",1
Dominic DiSalvo,"2586 Houston Rd, Cincinnati, OH",45231,220000,7/17/2023,3,1.5,1962,"1,648","9,480",1
David Dickens,"347 Adams Rd, Loveland, OH",45140,225000,10/4/2022,3,1.5,1962,1515,21780,N/A
Caylee Rosa,"9117 Millcliff Dr, Cincinnati, OH",45231,230000,11/16/2023,3,3,1962,672,"6,534",1
Catherine Ngothi,"9117 Millcliff Dr, Cincinnati, OH",45231,230000,11/16/2023,3,3,1962,1672,"6,534",1
Heather Stoffer,"1077 Lanette Dr, Cincinnati, OH",45230,267000,9/29/2021,4,3,1962,"2,171","7,927",1
Catherine Ngothi,"3414 Moonridge Dr, Cincinnati, OH",45248,280000,11/15/2023,4,2,1962,2173,"6,229",1
Heather Stoffer,"1035 Lanette Dr, Cincinnati, OH",45230,310000,5/31/2022,4,3,1962,"2,471","7,797",2
David Dickens,"976 Obannonville Rd, Loveland, OH",45140,315000,9/25/2023,3,1,1962,1342,598078,1
Caylee Rosa,"7289 Greenfarms Dr, Cincinnati, OH",45224,320000,12/8/2023,4,3,1962,"1,900",13068,2
Sai Shivani Aahwanika Maddi Lakshmi,"3706 Ashworth Dr #A, Cincinnati, OH",45208,420000,11/30/2023,3,3,1962,"1,724",131551.2,2
Mark Manibusan,812 Clifton Hills Terrace,45220,435000,8/31/2020,3,2,1962,2386,10062,2
Zachary Durst,"1103 Ten Mile Rd, New Richmond, OH",45157,500000,11/6/2023,3,1.5,1962,2120,194713.2,3
Archana Basnett,"1510 Beacon St, Cincinnati, OH",45230,600000,11/16/2023,2,1.5,1962,4950,11325.6,1
Josh Moermond,"5306 Carefree Ct, Cincinnati, OH",45238,81500,10/27/2016,2,1,1963,972,15159,1
Josh Moermond,"5323 Carefree Ct, Cincinnati, OH",45238,121500,4/30/1999,3,1.5,1963,1412,6751,1
Josh Moermond,"5312 Carefree Ct, Cincinnati, OH",45238,127000,4/29/2005,3,1.5,1963,1180,7884,1
Josh Moermond,"5305 Carefree Ct, Cincinnati, OH",45238,150000,9/26/2019,3,1,1963,1136,14462,1
Sergio Mateo,10794 Invicta Cir,45231,169000,9/8/2023,4,2,1963,1776,7187.4,NA
Josh Moermond,"5311 Carefree Ct, Cincinnati, OH",45238,173000,6/28/2021,2,1,1963,972,9469,1
Pimlapas Kumkerd,"2401 Ingleside Ave UNIT 5A, Cincinnati, OH",45206,173000,12/22/2023,1,2,1963,"1,039",,1
Josh Moermond,"5300 Carefree Ct, Cincinnati, OH",45238,180000,5/27/2021,2,1,1963,972,3973,1
Jameson Zink,"11395 Gravenhurst Dr,Cincinnati,OH",45231,225000,1/12/2024,3,2,1963,1404,11761.2,1
Lokesh Rudravalambi Suresh,"11395 Gravenhurst Dr, Cincinnati",45231,225000,1/12/2024,3,2,1963,1404,11761.2,1
Surya Sanjay Bandari,"11395 Gravenhurst Dr, Cincinnati, OH ",45231,225000,1/12/2024,3,2,1963,1404,2808,1
Jayavardhan Reddy Mallu,"11395 Gravenhurst Dr, Cincinnati, OH",45231,225000,1/12/2024,3,2,1963,"1,404",11761.2,N/A
Josh Moermond,"5329 Carefree Ct. Cincinnati, OH",45238,230000,7/17/2020,5,3,1963,2268,6969,1
Jameson Zink,"9081 Millcliff Dr,Cincinnati,OH",45231,232000,1/11/2024,3,3,1963,2464,6577.56,1
Ranjay Bose,"9081 Millcliff Dr,Cincinnati,OH",45231,232000,1/11/2024,3,3,1963,2464,6577.56,1
Jayavardhan Reddy Mallu,"9081 Millcliff Dr, Cincinnati, OH",45231,232000,1/11/2024,3,3,1963,"2,464","6,577",1
Kijung Lee,"3785 Crestview Ave, Lebanon, OH",45036,290000,12/28/2023,3,2,1963,1412,22216,2
Jameson Zink,"3660 Willowlea Ct UNIT C, Cincinnati, OH",45208,325000,8/28/2023,2,2,1963,1361,196020,2
Caylee Rosa,"7267 Greenfarms Dr, Cincinnati, OH",45224,394500,12/11/2023,4,4,1963,"3,100",13939.2,2
Rachael Rahe,"1133 Hearthstone Dr, Cincinnati, OH",45231,435000,8/10/2023,4,4,1963,2552,82328.4,7
Catherine Ngothi,"1866 Vinemont Dr, Cincinnati, OH",45231,235000,11/22/2023,3,3,1964,1036,"16,553",No data
Stewart Shumrick,1346 Deliquia Dr,45230,260000,11/29/2023,3,3,1964,1639,8015,1
Aditya Raj Singhal,"4740 W Wenger Rd, Clayton, OH",45315,319000,1/8/2024,3,2,1964,"1,836",41817.6,NA
Archana Basnett,"2729 Werkridge Dr, Cincinnati, OH",45248,380000,11/15/2023,4,3,1964,2965,21780,2
Sai Shivani Aahwanika Maddi Lakshmi,"10772 Trailside Ln, Cincinnati, OH",45249,421500,8/6/2021,4,4,1964,"2,343",37461.6,2
Rachael Rahe,"1269 Balmoral Dr, Cincinnati, OH",45233,697600,4/30/2021,6,7,1964,7875,52707.6,6
Georgia Croci,"2915 Alpine Terrace, Cincinnati OH",45208,975000,12/14/2023,4,4,1964,5816,30056,3
Nicole Baker,"1041 Catawba Valley Rd, Cincinnati, OH",45226,1100000,7/15/2022,3,4,1964,3616,101059,2
Georgia Croci,"8 Walsh Lane, Cincinnati, OH",45208,1150000,10/31/2023,3,3,1964,3719,5550,NA
William Treutel,"11263 Templeton Dr, Cincinnati, OH",45251,128000,12/6/2019,3,2,1965,1562,7492,1
Sergio Mateo,1413 Manss Ave,45205,158000,9/8/2023,3,2,1965,1552,2744.28,NA
Dominic DiSalvo,"2773 Leota Ln, Cincinnati, OH",45251,184900,11/20/2023,3,1.5,1965,"1,480","9,016",1
Bhargav Sreepathi,"2773 Leota Ln, Cincinnati, OH",45251,184900,11/20/2023,3,2,1965,1480,9016,1
Ishaan Chaudhari,"3538 E Brunswick Ave, Indianapolis, IN",46227,210000,1/12/2024,3,2,1965,1220,16117.2,2
Jameson Zink,"11263 Templeton Dr, Cincinnati",45251,220000,7/12/2023,3,2,1965,1200,7492,1
Sergio Mateo,3487 Rocker Dr,45239,255000,9/8/2023,3,3,1965,1384,9060.48,1
Nikhil Sai Kumar Runku,3487 Rocker Dr,45239,255000,9/8/2023,3,3,1965,1384,9060.48,1
David Dickens,"10409 Bossi Ln, Cincinnati, OH",45218,275000,8/5/2022,4,3,1965,2562,8668,2
Manan Sharma,"5457 Day Rd, Cincinnati, OH",45252,670000,11/30/2023,4,3.5,1965,3360,1742400,5
Matt Guido,10089 Pippin Rd,45231,199900,12/28/2023,3,2,1966,"1,210","7,927",1
Catherine Ngothi,"7889 Glen Orchard Dr, Cincinnati, OH",45237,260000,12/20/2023,4,3,1966,2173,"6,446",2
Matt Guido,7889 Glen Orchard Dr,45237,260000,12/20/2023,4,2.5,1966,2173,6446,2
He Yang,"6525 Michael Dr, Cincinnati, OH",45243,489900,1/3/2024,4,4,1966,2794,12676,N/A
Matt Guido,11264 Pippin Rd,45231,130000,12/26/2023,3,2,1967,1854,7187,1
Sergio Mateo,5390 Cannas Dr,45238,263000,9/7/2023,3,3,1967,1616,7971.48,2
Ramvyasa Thavasiraj,"307 E High St, London, OH",43140,300000,10/12/2023,4,3,1967,2622,20037,2
Archana Basnett,"2444 Madison Rd UNIT 904, Cincinnati, OH",45208,339900,11/15/2023,2,2,1967,1800,1798,1
Bhargav Sreepathi,"2444 Madison Rd UNIT 904, Cincinnati, OH",45208,339900,11/15/2023,2,2,1967,1800,NA,0
Catherine Ngothi,"2822 Springwood Ct, Cincinnati, OH",45248,365000,12/20/2023,3,3,1967,2599,"22,651",No data
Catherine Ngothi,"3371 Lindsay Ln UNIT 9, Cincinnati, OH",45248,365000,12/20/2023,3,3,1967,2599,"22,651",1
Hrishikesh Anil Patil,"5575 Palisades Dr, Cincinnati, OH",45238,975000,10/10/2023,5,5,1967,5213,156816,2
Srikar Kudumula,"12 Columbia Ave, London, OH",43140,144500,10/30/2023,3,2,1968,1512,8712,2
Caylee Rosa,"1124 Gracewind Ct, Cincinnati, OH",45231,265000,11/9/2023,4,3,1968,"2,500",20037.6,2
Nishit Raj,"1124 Gracewind Ct, Cincinnati, OH",45231,265000,11/9/2023,4,3,1968,2500,20145,2
Catherine Ngothi,"6258 Elmhill Ct, Cincinnati, OH",45248,305000,11/30/2023,4,3,1968,2068,"11,761",2
Heather Stoffer,"5036 Salem Rd, Cincinnati, OH ",45230,350000,8/2/2021,3,2,1968,"1,727","54,014",2
Sergio Mateo,815 Ackley Rd,45255,375000,9/6/2023,4,3,1968,2210,14374.8,1
Surya Sanjay Bandari,"5088 Nighthawk Dr, Cincinnati, OH ",45247,468000,12/29/2023,4,4,1968,3781,8769,2
Manan Sharma,"5465 Day Rd, Cincinnati, OH",45252,585000,8/18/2023,4,3,1968,2980,217800,2
Manan Sharma,"5465 Day Rd, Cincinnati, OH",45252,585000,NA,NA,NA,1968,NA,217800,2
He Yang,"7212 Crinstead Ct, Cincinnati, OH",45243,595000,5/18/2023,4,4,1968,2052,12197,2
Dominic DiSalvo,"12149 Spalding Dr, Cincinnati, OH",45231,174900,11/8/2023,3,2,1969,"1,728","7,971",1
Zachary Durst,"1283 Wilson Dunham Hill Rd, New Richmond, OH",45157,225000,12/5/2023,3,1,1969,1440,199069.2,1
Dominic DiSalvo,"2710 Haverknoll Dr, Cincinnati, OH",45231,262000,9/25/2023,3,2,1969,"1,638","8,712",1
Surya Sanjay Bandari,"556 Bessinger Dr, Cincinnati, OH ",45240,270000,1/12/2024,4,3,1969,2186,7840,2
Kory Bailey,"4195 Cornell Rd, Cincinnati, OH",45241,335000,1/5/2024,4,2,1969,2123,28314,2
Nishit Raj,"3485 Westport Ct, Cincinnati, OH 45248",45248,340000,11/9/2023,4,3,1969,1836,12196,3
Josie Wittwer,"7025 Bridges Rd, Cincinnati, OH",45230,350000,1/5/2024,3,2,1969,"2,272",77972.4,2
Kory Bailey,"7025 Bridges Rd, Cincinnati, OH",45230,350000,1/5/2024,3,2,1969,2272,77972,2
Heather Stoffer,"7942 Woody Hollow Dr, West Chester, OH ",45241,407975,12/4/2023,5,3,1969,"3,044","35,284",2
Sai Shivani Aahwanika Maddi Lakshmi,"9257 Solon Dr, Cincinnati, OH",45242,444500,7/25/2023,4,3,1969,"3,468",20473.2,2
Sergio Mateo,995 Eastland Ter,45230,445000,9/11/2023,4,3,1969,1948,7492.32,2
David Dickens,"409 Lafayette Ave, Cincinnati, OH",45220,712000,9/25/2023,5,4,1969,2533,20908,2
Shivani Pilli,409 Lafayette Ave,45220,712000,9/25/2023,5,4,1969,2533,20908.8,2
Aditya Raj Singhal,"7585 Perry Rd, Delaware, OH",43015,750000,1/8/2024,3,3,1969,"2,832",54885.6,4
Shivani Pilli,880 Rue De La Paix #A-24,45220,110000,10/2/2023,2,2,1970,1475,,N/A
Zachary Durst,"1776 Lindale Nicholsville Rd, New Richmond, OH",45157,195000,11/28/2023,3,1,1970,NA,40075.2,1
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"3117 Old State Route 32, Batavia, OH",45103,285000,12/26/2023,3,2,1970,1317,81021.6,2
Kory Bailey,"7715 Alhambra Ct, Cincinnati, OH",45236,320500,11/3/2023,4,2.5,1970,1229,6926,2
Stewart Shumrick,6885 Burhaven Ln,45230,440000,11/30/2023,5,3,1970,2500,13068,2
Mark Manibusan,843 Clifton Hills Terrace,45220,710000,10/20/2023,4,3,1970,3071,27442,2
Shivani Pilli,843 Clifton Hills Ter,45220,710000,10/20/2023,4,3,1970,3071,27442.8,2
Dominic DiSalvo,"2848 Greenbrook Ln, Cincinnati, OH",45251,126000,8/28/2023,3,1,1971,"1,500","8,363",1
Dominic DiSalvo,"11472 Swissvale Ct, Cincinnati, OH",45251,140000,10/12/2023,3,2,1971,"1,500","8,842",1
Bhargav Sreepathi,"2662 Washington Ave, Cincinnati, OH",45231,155100,11/22/2023,3,1,1971,925,7405,NA
Kory Bailey,"9629 Cedarhurst Dr, Cincinnati, OH",45251,173900,1/3/2024,3,1,1971,1000,7753,0
Dominic DiSalvo,"3015 Overdale Dr, Cincinnati, OH",45251,193900,10/2/2023,3,1,1971,"1,368",16988.4,1
Caylee Rosa,"10118 Springbeauty Ln, Cincinnati, OH",45231,211973,11/13/2023,3,3,1971,"2,254",12196.8,2
Dominic DiSalvo,"2883 Overdale Dr, Cincinnati, OH",45251,225000,2/17/2023,3,2,1971,"1,506","8,886",2
Dominic DiSalvo,"12046 Pippin Rd, Cincinnati, OH",45231,233000,6/19/2023,4,1.5,1971,"1,728",,2
Dominic DiSalvo,"2585 Retford Dr, Cincinnati, OH",45231,235000,5/31/2023,4,1.5,1971,"1,701","9,408",1
Dominic DiSalvo,"2573 Retford Dr, Cincinnati, OH",45231,235000,7/13/2023,4,1.5,1971,"1,820","8,799",
Dominic DiSalvo,"11448 Swissvale Ct, Cincinnati, OH",45251,260000,9/25/2023,3,2,1971,"1,500",10890,1
Dominic DiSalvo,"2756 Overdale Dr, Cincinnati, OH",45251,265000,7/7/2023,3,1,1971,"1,368","7,666",1
Rachael Rahe,"779 Barg Salt Run Rd, Cincinnati, OH",45244,279000,7/22/2023,4,2,1971,1310,81021.6,2
Aditya Raj Singhal,"7021 Gay Rd, Grove City, OH",43123,505000,1/11/2024,4,3,1971,"2,364",352400.4,6
Hrishikesh Anil Patil,"5386 Palisades Dr, Cincinnati, OH",45238,651900,7/22/2021,5,6,1971,5602,43124.4,6
Derek Schult,5455 Wasigo Dr,45230,199000,12/21/2005,3,1.5,1972,1588,14810,4
Srikar Kudumula,"2311 Roxanna Dr, Cincinnati, OH",45231,225000,1/16/2024,4,2,1972,1476,12023,NA
Lokesh Rudravalambi Suresh,"2311 Roxanna Dr, Cincinnati",45231,225000,1/16/2024,4,2,1972,1476,12023,0
Jayavardhan Reddy Mallu,"2311 Roxanna Dr, Cincinnati, OH",45231,225000,1/16/2024,4,4,1972,"1,476","4,181",N/A
Nicole Baker,"4466 Homelawn Ave, Cincinnati, OH",45211,230000,12/6/2023,4,3,1972,1525,5662,1
Sergio Mateo,6381 Beaconwood Dr,45230,270000,9/8/2023,3,2,1972,1484,7274.52,2
Nicole Baker,"11712 Edgewood Rd, Harrison, OH",45030,280000,10/21/2022,4,3,1972,2124,74923,4
Derek Schult,1562 Muskegon Dr,45255,325000,4/19/2022,4,3,1972,1813,14810,4
Stewart Shumrick,5483 Hokel Ln,45230,329900,,3,3,1972,1805,8668,2
Nishit Raj,"7137 Pickway Dr, Cincinnati, OH",45233,400000,11/6/2023,4,2,1972,2201,15678,2
Srikar Kudumula,"566 Eight Mile Rd, Cincinnati, OH",45255,425000,1/12/2024,3,3,1972,3215,138085.2,2
Zachary Durst,"942 Old Us Highway 52, New Richmond, OH",45157,450000,10/13/2023,4,3,1972,1847,295772.4,2
Kory Bailey,"8887 Castleford Ln, Montgomery, OH",45242,545000,9/1/2023,4,3,1972,2298,20037,2
Hrishikesh Anil Patil,"5584 Palisades Dr, Cincinnati, OH",45238,615000,10/12/2023,5,4,1972,3753,242629.2,2
Ajay Mahato,"7386 Appleridge Ct, Cincinnati, OH",45247,255500,1/5/2024,4,3,1973,2028,25700.4,NA
Anil Palazzo,"7386 Appleridge Ct, Cincinnati, OH",45247,255500,1/5/2024,4,3,1973,"2,028","25,700.40",no data
Stewart Shumrick,6632 Echo Ln,45230,279900,12/1/2023,3,3,1973,1886,11761.2,2
Kory Bailey,"10867 Wengate Ln, Blue Ash, OH",45241,325000,12/4/2023,4,2.5,1973,1926,9757,2
Kijung Lee,"10867 Wengate Ln, Blue Ash, OH",45241,325000,12/4/2023,4,3,1973,1926,9757,NA
Ishaan Chaudhari,"11256 N 775 E, Hope, IN",47246,353000,11/3/2023,3,2,1973,1564,121968,2
He Yang,"7647 Keller Rd, Cincinnati, OH",45243,675000,8/11/2023,5,4,1973,2757,28750,2
Nicole Baker,"3290 California Rd, Okeana, OH",45053,675000,12/21/2021,3,3,1973,3650,797583,5
He Yang,"8035 Indian Hill Rd, Cincinnati, OH",45243,837679,12/4/2023,4,3,1973,2936,171626,3
Ishaan Chaudhari,"5300 Wildman Rd, Coolville",45723,870000,11/9/2023,3,3,1973,2332,9309207.6,2
Ajay Mahato,"3060 Windsong Dr, Cincinnati, OH",45251,202500,1/5/2024,4,1,1974,1368,21780,NA
Anil Palazzo,"3060 Windsong Dr, Cincinnati, OH",45251,202500,1/5/2024,4,1,1974,"1,368","21,780",no data
Jadyn Bauss,"3060 Windsong Dr, Cincinnati, OH",45251,202500,1/5/2024,4,1,1974,"1,368","21,780",1
Pimlapas Kumkerd,"3060 Windsong Dr, Cincinnati, OH",45251,202500,1/5/2024,4,1,1974,"1,368",21780,
Ajay Mahato,"586 Morrvue Dr, Cincinnati, OH",45238,214000,1/5/2024,3,2,1974,1548,818.93,2
Anil Palazzo,"586 Morrvue Dr, Cincinnati, OH",45238,214000,1/5/2024,3,2,1974,"1,548",818.93,2
Pimlapas Kumkerd,"586 Morrvue Dr, Cincinnati, OH",45238,214000,1/5/2024,3,2,1974,"1,548",818.93,2
Hunter Jessee,"8214 Monroe Ave, Cincinnati, Ohio",45236,250000,11/20/2023,3,2,1974,1628,8276,2
Josie Wittwer,"2178 Trailwood Dr, Cincinnati, OH",45230,282000,12/8/2023,3,2.5,1974,"1,660","10,759",2
Stewart Shumrick,2178 Trailwood Dr,45230,282000,12/8/2023,3,3,1974,1660,10759,2
Nicole Baker,"6237 Twinwillow Ln, Cincinnati, OH",45247,300000,8/12/2022,4,3,1974,1980,18990,2
Hrishikesh Anil Patil,"5347 Palisades Dr, Cincinnati, OH",45238,315700,9/28/2023,4,4,1974,NA,37026,2
Manan Sharma,"5564 Dry Ridge Rd, Cincinnati, OH",45252,525000,6/17/2022,5,4,1974,NA,415126,2
Dominic DiSalvo,"12143 Pippin Rd, Cincinnati, OH",45251,220000,5/27/2023,3,2,1975,"1,356","7,535",1
Jayavardhan Reddy Mallu,"1734 Doresa Pl, Cincinnati, OH",45238,254000,1/12/2024,3,3,1975,"2,474",12632.4,2
Bhargav Sreepathi,"4133 Forsythia Dr, Cincinnati, OH",45245,266000,12/8/2023,3,2,1975,1539,20037.6,2
Adapa Veda Supraja,"4133 Forsythia Dr, Cincinnati, OH ",45245,269300,12/8/2023,3,2,1975,1539,0.46 Acres,NA
Mark Manibusan,1144 Clifton Hills Ave,45220,350000,12/16/2013,4,4,1975,3200,13503,2
Kijung Lee,"9343 Lansford Dr, Blue Ash, OH",45242,405000,11/1/2023,4,2.5,1975,2259,9757,2
Sai Shivani Aahwanika Maddi Lakshmi,"8745 Tanagerwoods Dr, Cincinnati, OH",45249,590000,6/24/2022,4,4,1975,"3,510",20473.2,2
Jessie Beyrer,"7755 Lorraine Dr, Okeana, OH",45053,122000,10/1/1991,4,2,1976,"2,080",234352.8,NA
Dominic DiSalvo,"2804 Spruceway Dr, Cincinnati, OH",45251,195000,8/21/2023,4,2,1976,"1,652","7,492",1
Derek Schult,994 Holz Ave,45230,200000,3/16/2018,3,2.5,1976,1804,10890,2
Jessie Beyrer,"3855 Doris Dr, Okeana, OH",45053,221500,10/18/2002,3,1.5,1976,"2,330",255697.2,2
Dominic DiSalvo,"2884 Spruceway Dr, Cincinnati, OH",45251,226000,4/18/2023,3,2,1976,"1,620","10,628",2
Rachael Rahe,"1014 Clough Pike, Cincinnati, OH",45245,230000,9/30/2021,3,2,1976,1056,130680,4
Hrishikesh Anil Patil,"263 Clareknoll Ct, Cincinnati, Oh",45238,265000,12/28/2023,4,3,1976,"1,694","7,535",1
Matt Guido,"263 Clareknoll Ct,",45238,265000,12/28/2023,4,3,1976,1694,7535,1
Ishaan Chaudhari,"29169 State Route 784, Grayson",41143,289000,10/20/2022,3,2,1976,2520,9496080,6
Jessie Beyrer,"3920 Dee Dr, Okeana, OH",45053,290000,7/30/2018,3,2,1976,"1,776",218235.6,4
Archana Basnett,"973 Clough Pike, Cincinnati, OH",45245,310000,11/15/2023,4,3,1976,1604,22215.6,2
Nicole Baker,"6232 Twinwillow Ln, Cincinnati, OH",45247,349900,12/15/2023,4,3,1976,3000,21021,2
Heather Stoffer,"2911 Pond Run Ln, New Richmond, OH",45157,355000,11/1/2021,4,3,1976,"2,184","217,800",2
Sai Shivani Aahwanika Maddi Lakshmi,"8789 Birchbark Dr, Cincinnati, OH",45249,430000,6/15/2021,4,3,1976,NA,21344.4,2
Nikhita Veluri,"776 Farmsworth Ct, Cincinnati, OH",45255,512500,9/19/2023,4,3.5,1976,2571,20908,2
Nicole Baker,"10474 Deertrail Dr, Harrison, OH ",45030,525000,12/1/2023,5,3,1976,3050,238708,4
Manan Sharma,"11662 Colerain Rd, Cincinnati, OH",45252,700000,6/15/2022,5,5,1976,5460,2368792,3
Manan Sharma,"10374 Owl Creek Rd, Cincinnati, OH",45252,705500,7/11/2022,4,4,1976,3282,1356458,6
Jessie Beyrer,"4050 Schoenling Rd, Okeana, OH",45053,51314,1/1/2000,3,2.5,1977,"1,917",217800,NA
Adapa Veda Supraja,"4050 Schoenling Rd, Okeana, OH",45053,51314,1/1/2000,3,2.5,1977,"1,917",217800,NA
Jessie Beyrer,"7568 Mary Ln, Okeana, OH",45053,67019,1/1/2000,4,2.5,1977,"2,495",239144.4,NA
Jessie Beyrer,"7616 Mary Ln, Okeana, OH",45053,223000,7/6/2007,3,2.5,1977,"1,690",222156,NA
Jadyn Bauss,"3087 John Gray Rd, Cincinnati, OH",45251,229000,1/12/2024,3,2,1977,"1,664","10,498",1
Jameson Zink,"3087 John Gray Rd,Cincinnati,OH",45251,229000,1/12/2024,3,2,1977,1664,10498,1
Ranjay Bose,"3087 John Gray Rd,Cincinnati,OH",45251,229000,1/12/2024,3,2,1977,1664,10498,1
Dominic DiSalvo,"3087 John Gray Rd, Cincinnati, OH",45251,229000,1/12/2024,3,2.5,1977,"1,664","10,498",1
Jessie Beyrer,"4135 Dee Dr, Okeana, OH",45053,249900,7/28/2003,3,3,1977,"1,768",221284.8,2
Sai Shivani Aahwanika Maddi Lakshmi,"8965 E Kemper Rd, Cincinnati, OH",45249,255000,1/3/2022,4,3,1977,"2,486",25264.8,2
Ramvyasa Thavasiraj,"328 Northview Dr, London, OH",43140,268000,11/13/2023,3,2,1977,1604,19160,2
Srikar Kudumula,"328 Northview Dr, London, OH",43140,268000,11/13/2023,3,2,1977,1604,19166.4,2
Jessie Beyrer,"7615 Mary Ln, Okeana, OH",45053,291500,6/29/2005,3,2.5,1977,"1,900",218235.6,3
David Dickens,"11002 Embassy Dr, Cincinnati, OH",45240,314500,7/15/2021,3,3,1977,2570,20908,2
Sergio Mateo,4343 Day Rd,45252,325000,9/8/2023,4,3,1977,2165,23958,2
Nicole Baker,"10093 Baughman Rd, Harrison, OH",45030,335000,7/7/2023,3,3,1977,1275,20908,5
Zachary Durst,"1619 Bethel New Richmond Rd, New Richmond, OH",45157,349900,12/29/2023,4,2.5,1977,1979,69260.4,2
Nikhil Sai Kumar Runku,"1619 Bethel New Richmond Rd, New Richmond, OH",45157,349900,12/29/2023,4,2.5,1977,1979,69260.4,2
Ishaan Chaudhari,"7279 Harmon Rd, Conneaut, OH",44030,365000,9/15/2023,2,2,1977,1696,3238686,5
Jessie Beyrer,"3923 Lainey Dr, Okeana, OH",45053,382750,11/22/2019,4,3,1977,"2,080",221720.4,NA
Adapa Veda Supraja,"3923 Lainey Dr, Okeana, OH",45053,382750,11/22/2019,4,3,1977,"2,080",221720.4,NA
Jessie Beyrer,"3809 Lainey Dr, Okeana, OH",45053,69668,1/1/2000,4,2,1978,"2,552",219106.8,2
Nikhil Sai Kumar Runku,"3809 Lainey Dr, Okeana, OH",45053,69668,1/1/2000,4,2,1978,"2,552",219106.8,2
Jessie Beyrer,"7639 Mary Ln, Okeana, OH",45053,92500,4/1/1985,3,2,1978,"1,602",222591.6,3
Ramvyasa Thavasiraj,"282 E High St, London, OH",43140,120000,10/4/2023,4,3,1978,2006,,1
Nicole Baker,"419 Mount Nebo Rd, Cleves, OH",45002,174528,6/21/2021,4,2,1978,1377,13939,1
Jessie Beyrer,"4129 Dee Dr, Okeana, OH",45053,225000,9/30/2002,3,2,1978,"1,623",254826,NA
Jessie Beyrer,"7810 Lorraine Dr, Okeana, OH",45053,245000,8/31/2009,4,4,1978,"3,264",261360,NA
Heather Stoffer,"1475 Baymeadows Dr, Mason, OH ",45040,302000,12/6/2023,4,3,1978,"1,740","9,583",2
Heather Stoffer,"7698 Fox Trail Ln, Cincinnati, OH",45255,485000,12/15/2023,4,3,1978,"2,648","20,048",2
Nikhita Veluri,"7698 Fox Trail Ln, Cincinnati, OH",45255,485000,12/15/2023,4,2.5,1978,2648,20037,2
Jessie Beyrer,"3884 Doris Dr, Okeana, OH",45053,490000,5/3/2022,3,2,1978,"2,010",220413.6,2
